馬券タイプ,賭ける馬の人気,賭けた回数,当たり回数,収益
三連単,17 → 12 → 10,3820,0,-382000
三連単,17 → 12 → 11,3820,0,-382000
三連単,17 → 15 → 7,3820,0,-382000
三連単,17 → 15 → 9,3820,0,-382000
三連単,17 → 15 → 10,3820,0,-382000
三連単,17 → 15 → 11,3820,0,-382000
三連単,17 → 16 → 1,3820,0,-382000
三連単,17 → 16 → 2,3820,0,-382000
三連単,17 → 16 → 3,3820,0,-382000
三連単,17 → 16 → 4,3820,0,-382000
三連単,17 → 16 → 5,3820,0,-382000
三連単,17 → 16 → 6,3820,0,-382000
三連単,17 → 16 → 8,3820,0,-382000
三連単,1 → 12 → 17,3821,0,-382100
三連単,1 → 15 → 17,3821,0,-382100
三連単,1 → 17 → 15,3821,0,-382100
三連単,2 → 12 → 17,3821,0,-382100
三連単,2 → 15 → 17,3821,0,-382100
三連単,2 → 17 → 12,3821,0,-382100
三連単,2 → 17 → 15,3821,0,-382100
三連単,3 → 12 → 17,3821,0,-382100
三連単,3 → 15 → 17,3821,0,-382100
三連単,3 → 17 → 12,3821,0,-382100
三連単,3 → 17 → 15,3821,0,-382100
三連単,4 → 12 → 17,3821,0,-382100
三連単,4 → 15 → 17,3821,0,-382100
三連単,4 → 17 → 12,3821,0,-382100
三連単,4 → 17 → 15,3821,0,-382100
三連単,5 → 12 → 17,3821,0,-382100
三連単,5 → 15 → 17,3821,0,-382100
三連単,5 → 17 → 12,3821,0,-382100
三連単,5 → 17 → 15,3821,0,-382100
三連単,6 → 12 → 17,3821,0,-382100
三連単,6 → 15 → 17,3821,0,-382100
三連単,6 → 17 → 12,3821,0,-382100
三連単,6 → 17 → 15,3821,0,-382100
三連単,7 → 13 → 17,3821,0,-382100
三連単,7 → 17 → 13,3821,0,-382100
三連単,8 → 12 → 17,3821,0,-382100
三連単,8 → 15 → 17,3821,0,-382100
三連単,8 → 17 → 12,3821,0,-382100
三連単,8 → 17 → 15,3821,0,-382100
三連単,9 → 13 → 17,3821,0,-382100
三連単,9 → 17 → 13,3821,0,-382100
三連単,10 → 13 → 17,3821,0,-382100
三連単,10 → 17 → 13,3821,0,-382100
三連単,11 → 13 → 17,3821,0,-382100
三連単,11 → 17 → 13,3821,0,-382100
三連単,12 → 1 → 17,3821,0,-382100
三連単,12 → 2 → 17,3821,0,-382100
三連単,12 → 3 → 17,3821,0,-382100
三連単,12 → 4 → 17,3821,0,-382100
三連単,12 → 5 → 17,3821,0,-382100
三連単,12 → 6 → 17,3821,0,-382100
三連単,12 → 8 → 17,3821,0,-382100
三連単,12 → 17 → 1,3821,0,-382100
三連単,12 → 17 → 2,3821,0,-382100
三連単,12 → 17 → 3,3821,0,-382100
三連単,12 → 17 → 4,3821,0,-382100
三連単,12 → 17 → 5,3821,0,-382100
三連単,12 → 17 → 6,3821,0,-382100
三連単,12 → 17 → 8,3821,0,-382100
三連単,13 → 7 → 17,3821,0,-382100
三連単,13 → 9 → 17,3821,0,-382100
三連単,13 → 10 → 17,3821,0,-382100
三連単,13 → 11 → 17,3821,0,-382100
三連単,13 → 17 → 9,3821,0,-382100
三連単,13 → 17 → 10,3821,0,-382100
三連単,13 → 17 → 11,3821,0,-382100
三連単,15 → 1 → 17,3821,0,-382100
三連単,15 → 2 → 17,3821,0,-382100
三連単,15 → 3 → 17,3821,0,-382100
三連単,15 → 4 → 17,3821,0,-382100
三連単,15 → 5 → 17,3821,0,-382100
三連単,15 → 6 → 17,3821,0,-382100
三連単,15 → 8 → 17,3821,0,-382100
三連単,15 → 17 → 1,3821,0,-382100
三連単,15 → 17 → 2,3821,0,-382100
三連単,15 → 17 → 3,3821,0,-382100
三連単,15 → 17 → 4,3821,0,-382100
三連単,15 → 17 → 5,3821,0,-382100
三連単,15 → 17 → 6,3821,0,-382100
三連単,15 → 17 → 8,3821,0,-382100
三連単,17 → 1 → 12,3821,0,-382100
三連単,17 → 1 → 15,3821,0,-382100
三連単,17 → 2 → 12,3821,0,-382100
三連単,17 → 2 → 15,3821,0,-382100
三連単,17 → 3 → 12,3821,0,-382100
三連単,17 → 3 → 15,3821,0,-382100
三連単,17 → 4 → 12,3821,0,-382100
三連単,17 → 4 → 15,3821,0,-382100
三連単,17 → 5 → 12,3821,0,-382100
三連単,17 → 5 → 15,3821,0,-382100
三連単,17 → 6 → 12,3821,0,-382100
三連単,17 → 6 → 15,3821,0,-382100
三連単,17 → 7 → 13,3821,0,-382100
三連単,17 → 8 → 12,3821,0,-382100
三連単,17 → 8 → 15,3821,0,-382100
三連単,17 → 9 → 13,3821,0,-382100
三連単,17 → 10 → 13,3821,0,-382100
三連単,17 → 11 → 13,3821,0,-382100
三連単,17 → 12 → 1,3821,0,-382100
三連単,17 → 12 → 2,3821,0,-382100
三連単,17 → 12 → 3,3821,0,-382100
三連単,17 → 12 → 4,3821,0,-382100
三連単,17 → 12 → 5,3821,0,-382100
三連単,17 → 12 → 6,3821,0,-382100
三連単,17 → 12 → 8,3821,0,-382100
三連単,17 → 13 → 7,3821,0,-382100
三連単,17 → 13 → 9,3821,0,-382100
三連単,17 → 13 → 10,3821,0,-382100
三連単,17 → 13 → 11,3821,0,-382100
三連単,17 → 15 → 1,3821,0,-382100
三連単,17 → 15 → 2,3821,0,-382100
三連単,17 → 15 → 3,3821,0,-382100
三連単,17 → 15 → 4,3821,0,-382100
三連単,17 → 15 → 5,3821,0,-382100
三連単,17 → 15 → 6,3821,0,-382100
三連単,17 → 15 → 8,3821,0,-382100
三連単,1 → 13 → 17,3822,0,-382200
三連単,1 → 17 → 13,3822,0,-382200
三連単,2 → 13 → 17,3822,0,-382200
三連単,2 → 17 → 13,3822,0,-382200
三連単,3 → 13 → 17,3822,0,-382200
三連単,3 → 17 → 13,3822,0,-382200
三連単,4 → 13 → 17,3822,0,-382200
三連単,4 → 17 → 13,3822,0,-382200
三連単,5 → 13 → 17,3822,0,-382200
三連単,5 → 17 → 13,3822,0,-382200
三連単,6 → 13 → 17,3822,0,-382200
三連単,6 → 17 → 13,3822,0,-382200
三連単,8 → 17 → 13,3822,0,-382200
三連単,13 → 1 → 17,3822,0,-382200
三連単,13 → 2 → 17,3822,0,-382200
三連単,13 → 3 → 17,3822,0,-382200
三連単,13 → 4 → 17,3822,0,-382200
三連単,13 → 5 → 17,3822,0,-382200
三連単,13 → 6 → 17,3822,0,-382200
三連単,13 → 8 → 17,3822,0,-382200
三連単,13 → 17 → 1,3822,0,-382200
三連単,13 → 17 → 2,3822,0,-382200
三連単,13 → 17 → 4,3822,0,-382200
三連単,13 → 17 → 5,3822,0,-382200
三連単,13 → 17 → 6,3822,0,-382200
三連単,13 → 17 → 8,3822,0,-382200
三連単,17 → 1 → 13,3822,0,-382200
三連単,17 → 2 → 13,3822,0,-382200
三連単,17 → 3 → 13,3822,0,-382200
三連単,17 → 4 → 13,3822,0,-382200
三連単,17 → 5 → 13,3822,0,-382200
三連単,17 → 6 → 13,3822,0,-382200
三連単,17 → 8 → 13,3822,0,-382200
三連単,17 → 13 → 1,3822,0,-382200
三連単,17 → 13 → 2,3822,0,-382200
三連単,17 → 13 → 3,3822,0,-382200
三連単,17 → 13 → 4,3822,0,-382200
三連単,17 → 13 → 5,3822,0,-382200
三連単,17 → 13 → 6,3822,0,-382200
三連単,17 → 13 → 8,3822,0,-382200
三連単,7 → 9 → 17,3825,0,-382500
三連単,7 → 10 → 17,3825,0,-382500
三連単,7 → 11 → 17,3825,0,-382500
三連単,7 → 17 → 9,3825,0,-382500
三連単,7 → 17 → 10,3825,0,-382500
三連単,7 → 17 → 11,3825,0,-382500
三連単,9 → 7 → 17,3825,0,-382500
三連単,9 → 10 → 17,3825,0,-382500
三連単,9 → 11 → 17,3825,0,-382500
三連単,9 → 17 → 7,3825,0,-382500
三連単,9 → 17 → 10,3825,0,-382500
三連単,9 → 17 → 11,3825,0,-382500
三連単,10 → 7 → 17,3825,0,-382500
三連単,10 → 9 → 17,3825,0,-382500
三連単,10 → 11 → 17,3825,0,-382500
三連単,10 → 17 → 7,3825,0,-382500
三連単,10 → 17 → 9,3825,0,-382500
三連単,10 → 17 → 11,3825,0,-382500
三連単,11 → 7 → 17,3825,0,-382500
三連単,11 → 9 → 17,3825,0,-382500
三連単,11 → 10 → 17,3825,0,-382500
三連単,11 → 17 → 9,3825,0,-382500
三連単,11 → 17 → 10,3825,0,-382500
三連単,17 → 7 → 9,3825,0,-382500
三連単,17 → 7 → 11,3825,0,-382500
三連単,17 → 9 → 7,3825,0,-382500
三連単,17 → 9 → 11,3825,0,-382500
三連単,17 → 10 → 7,3825,0,-382500
三連単,17 → 10 → 9,3825,0,-382500
三連単,17 → 10 → 11,3825,0,-382500
三連単,17 → 11 → 7,3825,0,-382500
三連単,17 → 11 → 9,3825,0,-382500
三連単,17 → 11 → 10,3825,0,-382500
三連単,1 → 7 → 17,3826,0,-382600
三連単,1 → 10 → 17,3826,0,-382600
三連単,1 → 17 → 9,3826,0,-382600
三連単,1 → 17 → 10,3826,0,-382600
三連単,1 → 17 → 11,3826,0,-382600
三連単,2 → 7 → 17,3826,0,-382600
三連単,2 → 9 → 17,3826,0,-382600
三連単,2 → 10 → 17,3826,0,-382600
三連単,2 → 17 → 7,3826,0,-382600
三連単,2 → 17 → 9,3826,0,-382600
三連単,2 → 17 → 10,3826,0,-382600
三連単,2 → 17 → 11,3826,0,-382600
三連単,3 → 9 → 17,3826,0,-382600
三連単,3 → 10 → 17,3826,0,-382600
三連単,3 → 11 → 17,3826,0,-382600
三連単,3 → 17 → 7,3826,0,-382600
三連単,3 → 17 → 9,3826,0,-382600
三連単,3 → 17 → 10,3826,0,-382600
三連単,3 → 17 → 11,3826,0,-382600
三連単,4 → 7 → 17,3826,0,-382600
三連単,4 → 9 → 17,3826,0,-382600
三連単,4 → 10 → 17,3826,0,-382600
三連単,4 → 11 → 17,3826,0,-382600
三連単,4 → 17 → 7,3826,0,-382600
三連単,4 → 17 → 9,3826,0,-382600
三連単,4 → 17 → 10,3826,0,-382600
三連単,4 → 17 → 11,3826,0,-382600
三連単,5 → 7 → 17,3826,0,-382600
三連単,5 → 9 → 17,3826,0,-382600
三連単,5 → 10 → 17,3826,0,-382600
三連単,5 → 11 → 17,3826,0,-382600
三連単,5 → 17 → 7,3826,0,-382600
三連単,5 → 17 → 9,3826,0,-382600
三連単,5 → 17 → 10,3826,0,-382600
三連単,5 → 17 → 11,3826,0,-382600
三連単,6 → 7 → 17,3826,0,-382600
三連単,6 → 10 → 17,3826,0,-382600
三連単,6 → 11 → 17,3826,0,-382600
三連単,6 → 17 → 7,3826,0,-382600
三連単,6 → 17 → 9,3826,0,-382600
三連単,6 → 17 → 10,3826,0,-382600
三連単,6 → 17 → 11,3826,0,-382600
三連単,7 → 1 → 17,3826,0,-382600
三連単,7 → 4 → 17,3826,0,-382600
三連単,7 → 5 → 17,3826,0,-382600
三連単,7 → 6 → 17,3826,0,-382600
三連単,7 → 8 → 17,3826,0,-382600
三連単,7 → 17 → 2,3826,0,-382600
三連単,7 → 17 → 6,3826,0,-382600
三連単,7 → 17 → 8,3826,0,-382600
三連単,8 → 7 → 17,3826,0,-382600
三連単,8 → 9 → 17,3826,0,-382600
三連単,8 → 10 → 17,3826,0,-382600
三連単,8 → 11 → 17,3826,0,-382600
三連単,8 → 17 → 7,3826,0,-382600
三連単,8 → 17 → 9,3826,0,-382600
三連単,8 → 17 → 10,3826,0,-382600
三連単,8 → 17 → 11,3826,0,-382600
三連単,9 → 1 → 17,3826,0,-382600
三連単,9 → 2 → 17,3826,0,-382600
三連単,9 → 3 → 17,3826,0,-382600
三連単,9 → 4 → 17,3826,0,-382600
三連単,9 → 5 → 17,3826,0,-382600
三連単,9 → 6 → 17,3826,0,-382600
三連単,9 → 8 → 17,3826,0,-382600
三連単,9 → 17 → 1,3826,0,-382600
三連単,9 → 17 → 2,3826,0,-382600
三連単,9 → 17 → 3,3826,0,-382600
三連単,9 → 17 → 4,3826,0,-382600
三連単,9 → 17 → 5,3826,0,-382600
三連単,9 → 17 → 6,3826,0,-382600
三連単,9 → 17 → 8,3826,0,-382600
三連単,10 → 1 → 17,3826,0,-382600
三連単,10 → 2 → 17,3826,0,-382600
三連単,10 → 3 → 17,3826,0,-382600
三連単,10 → 4 → 17,3826,0,-382600
三連単,10 → 5 → 17,3826,0,-382600
三連単,10 → 6 → 17,3826,0,-382600
三連単,10 → 8 → 17,3826,0,-382600
三連単,10 → 17 → 1,3826,0,-382600
三連単,10 → 17 → 2,3826,0,-382600
三連単,10 → 17 → 3,3826,0,-382600
三連単,10 → 17 → 4,3826,0,-382600
三連単,10 → 17 → 5,3826,0,-382600
三連単,10 → 17 → 6,3826,0,-382600
三連単,10 → 17 → 8,3826,0,-382600
三連単,11 → 1 → 17,3826,0,-382600
三連単,11 → 2 → 17,3826,0,-382600
三連単,11 → 3 → 17,3826,0,-382600
三連単,11 → 4 → 17,3826,0,-382600
三連単,11 → 5 → 17,3826,0,-382600
三連単,11 → 6 → 17,3826,0,-382600
三連単,11 → 8 → 17,3826,0,-382600
三連単,11 → 17 → 1,3826,0,-382600
三連単,11 → 17 → 2,3826,0,-382600
三連単,11 → 17 → 3,3826,0,-382600
三連単,11 → 17 → 4,3826,0,-382600
三連単,11 → 17 → 5,3826,0,-382600
三連単,11 → 17 → 6,3826,0,-382600
三連単,11 → 17 → 8,3826,0,-382600
三連単,17 → 1 → 7,3826,0,-382600
三連単,17 → 1 → 9,3826,0,-382600
三連単,17 → 1 → 10,3826,0,-382600
三連単,17 → 1 → 11,3826,0,-382600
三連単,17 → 2 → 7,3826,0,-382600
三連単,17 → 2 → 9,3826,0,-382600
三連単,17 → 2 → 10,3826,0,-382600
三連単,17 → 2 → 11,3826,0,-382600
三連単,17 → 3 → 7,3826,0,-382600
三連単,17 → 3 → 9,3826,0,-382600
三連単,17 → 3 → 10,3826,0,-382600
三連単,17 → 3 → 11,3826,0,-382600
三連単,17 → 4 → 7,3826,0,-382600
三連単,17 → 4 → 9,3826,0,-382600
三連単,17 → 4 → 10,3826,0,-382600
三連単,17 → 4 → 11,3826,0,-382600
三連単,17 → 5 → 7,3826,0,-382600
三連単,17 → 5 → 9,3826,0,-382600
三連単,17 → 5 → 10,3826,0,-382600
三連単,17 → 5 → 11,3826,0,-382600
三連単,17 → 6 → 7,3826,0,-382600
三連単,17 → 6 → 9,3826,0,-382600
三連単,17 → 6 → 10,3826,0,-382600
三連単,17 → 6 → 11,3826,0,-382600
三連単,17 → 7 → 1,3826,0,-382600
三連単,17 → 7 → 2,3826,0,-382600
三連単,17 → 7 → 3,3826,0,-382600
三連単,17 → 7 → 4,3826,0,-382600
三連単,17 → 7 → 5,3826,0,-382600
三連単,17 → 7 → 6,3826,0,-382600
三連単,17 → 7 → 8,3826,0,-382600
三連単,17 → 8 → 7,3826,0,-382600
三連単,17 → 8 → 9,3826,0,-382600
三連単,17 → 8 → 10,3826,0,-382600
三連単,17 → 8 → 11,3826,0,-382600
三連単,17 → 9 → 1,3826,0,-382600
三連単,17 → 9 → 2,3826,0,-382600
三連単,17 → 9 → 3,3826,0,-382600
三連単,17 → 9 → 4,3826,0,-382600
三連単,17 → 9 → 5,3826,0,-382600
三連単,17 → 9 → 6,3826,0,-382600
三連単,17 → 9 → 8,3826,0,-382600
三連単,17 → 10 → 1,3826,0,-382600
三連単,17 → 10 → 2,3826,0,-382600
三連単,17 → 10 → 3,3826,0,-382600
三連単,17 → 10 → 4,3826,0,-382600
三連単,17 → 10 → 5,3826,0,-382600
三連単,17 → 10 → 6,3826,0,-382600
三連単,17 → 10 → 8,3826,0,-382600
三連単,17 → 11 → 1,3826,0,-382600
三連単,17 → 11 → 2,3826,0,-382600
三連単,17 → 11 → 3,3826,0,-382600
三連単,17 → 11 → 4,3826,0,-382600
三連単,17 → 11 → 5,3826,0,-382600
三連単,17 → 11 → 6,3826,0,-382600
三連単,17 → 11 → 8,3826,0,-382600
三連単,1 → 3 → 17,3827,0,-382700
三連単,1 → 4 → 17,3827,0,-382700
三連単,1 → 6 → 17,3827,0,-382700
三連単,1 → 17 → 2,3827,0,-382700
三連単,1 → 17 → 3,3827,0,-382700
三連単,1 → 17 → 5,3827,0,-382700
三連単,1 → 17 → 6,3827,0,-382700
三連単,1 → 17 → 8,3827,0,-382700
三連単,2 → 1 → 17,3827,0,-382700
三連単,2 → 4 → 17,3827,0,-382700
三連単,2 → 6 → 17,3827,0,-382700
三連単,2 → 8 → 17,3827,0,-382700
三連単,2 → 17 → 3,3827,0,-382700
三連単,2 → 17 → 4,3827,0,-382700
三連単,2 → 17 → 5,3827,0,-382700
三連単,2 → 17 → 8,3827,0,-382700
三連単,3 → 1 → 17,3827,0,-382700
三連単,3 → 4 → 17,3827,0,-382700
三連単,3 → 5 → 17,3827,0,-382700
三連単,3 → 6 → 17,3827,0,-382700
三連単,3 → 8 → 17,3827,0,-382700
三連単,3 → 17 → 4,3827,0,-382700
三連単,3 → 17 → 5,3827,0,-382700
三連単,3 → 17 → 6,3827,0,-382700
三連単,3 → 17 → 8,3827,0,-382700
三連単,4 → 1 → 17,3827,0,-382700
三連単,4 → 2 → 17,3827,0,-382700
三連単,4 → 6 → 17,3827,0,-382700
三連単,4 → 8 → 17,3827,0,-382700
三連単,4 → 17 → 2,3827,0,-382700
三連単,4 → 17 → 3,3827,0,-382700
三連単,4 → 17 → 5,3827,0,-382700
三連単,4 → 17 → 6,3827,0,-382700
三連単,4 → 17 → 8,3827,0,-382700
三連単,5 → 1 → 17,3827,0,-382700
三連単,5 → 2 → 17,3827,0,-382700
三連単,5 → 4 → 17,3827,0,-382700
三連単,5 → 6 → 17,3827,0,-382700
三連単,5 → 8 → 17,3827,0,-382700
三連単,5 → 17 → 1,3827,0,-382700
三連単,5 → 17 → 2,3827,0,-382700
三連単,5 → 17 → 3,3827,0,-382700
三連単,5 → 17 → 4,3827,0,-382700
三連単,5 → 17 → 6,3827,0,-382700
三連単,5 → 17 → 8,3827,0,-382700
三連単,6 → 1 → 17,3827,0,-382700
三連単,6 → 2 → 17,3827,0,-382700
三連単,6 → 3 → 17,3827,0,-382700
三連単,6 → 4 → 17,3827,0,-382700
三連単,6 → 5 → 17,3827,0,-382700
三連単,6 → 8 → 17,3827,0,-382700
三連単,6 → 17 → 1,3827,0,-382700
三連単,6 → 17 → 2,3827,0,-382700
三連単,6 → 17 → 3,3827,0,-382700
三連単,6 → 17 → 4,3827,0,-382700
三連単,6 → 17 → 5,3827,0,-382700
三連単,6 → 17 → 8,3827,0,-382700
三連単,8 → 2 → 17,3827,0,-382700
三連単,8 → 3 → 17,3827,0,-382700
三連単,8 → 4 → 17,3827,0,-382700
三連単,8 → 5 → 17,3827,0,-382700
三連単,8 → 6 → 17,3827,0,-382700
三連単,8 → 17 → 1,3827,0,-382700
三連単,8 → 17 → 3,3827,0,-382700
三連単,8 → 17 → 4,3827,0,-382700
三連単,8 → 17 → 5,3827,0,-382700
三連単,8 → 17 → 6,3827,0,-382700
三連単,17 → 1 → 2,3827,0,-382700
三連単,17 → 1 → 3,3827,0,-382700
三連単,17 → 1 → 5,3827,0,-382700
三連単,17 → 1 → 6,3827,0,-382700
三連単,17 → 1 → 8,3827,0,-382700
三連単,17 → 2 → 1,3827,0,-382700
三連単,17 → 2 → 3,3827,0,-382700
三連単,17 → 2 → 4,3827,0,-382700
三連単,17 → 2 → 5,3827,0,-382700
三連単,17 → 2 → 6,3827,0,-382700
三連単,17 → 2 → 8,3827,0,-382700
三連単,17 → 3 → 1,3827,0,-382700
三連単,17 → 3 → 2,3827,0,-382700
三連単,17 → 3 → 4,3827,0,-382700
三連単,17 → 3 → 5,3827,0,-382700
三連単,17 → 3 → 6,3827,0,-382700
三連単,17 → 3 → 8,3827,0,-382700
三連単,17 → 4 → 1,3827,0,-382700
三連単,17 → 4 → 2,3827,0,-382700
三連単,17 → 4 → 5,3827,0,-382700
三連単,17 → 4 → 6,3827,0,-382700
三連単,17 → 4 → 8,3827,0,-382700
三連単,17 → 5 → 1,3827,0,-382700
三連単,17 → 5 → 2,3827,0,-382700
三連単,17 → 5 → 3,3827,0,-382700
三連単,17 → 5 → 4,3827,0,-382700
三連単,17 → 5 → 6,3827,0,-382700
三連単,17 → 5 → 8,3827,0,-382700
三連単,17 → 6 → 1,3827,0,-382700
三連単,17 → 6 → 2,3827,0,-382700
三連単,17 → 6 → 3,3827,0,-382700
三連単,17 → 6 → 4,3827,0,-382700
三連単,17 → 6 → 5,3827,0,-382700
三連単,17 → 6 → 8,3827,0,-382700
三連単,17 → 8 → 1,3827,0,-382700
三連単,17 → 8 → 2,3827,0,-382700
三連単,17 → 8 → 3,3827,0,-382700
三連単,17 → 8 → 4,3827,0,-382700
三連単,17 → 8 → 5,3827,0,-382700
三連単,17 → 8 → 6,3827,0,-382700
三連単,1 → 12 → 8,30500,12,-383030
三連単,6 → 15 → 13,21065,1,-385690
三連単,4 → 1 → 15,21087,6,-386310
三連単,4 → 7 → 8,35654,15,-387670
三連単,3 → 10 → 5,34010,16,-389200
馬単,3 → 6,37173,427,-389820
三連単,2 → 6 → 14,24769,5,-390420
三連単,4 → 2 → 8,35658,42,-391270
三連単,7 → 5 → 14,24769,1,-391410
馬単,9 → 15,21850,6,-391430
三連複,12 - 14 - 17,3915,0,-391500
三連複,14 - 16 - 17,3915,0,-391500
三連複,13 - 14 - 17,3916,0,-391600
三連複,14 - 15 - 17,3916,0,-391600
三連複,12 - 15 - 17,3919,0,-391900
三連複,12 - 16 - 17,3919,0,-391900
三連複,15 - 16 - 17,3919,0,-391900
三連複,12 - 13 - 17,3920,0,-392000
三連複,13 - 15 - 17,3920,0,-392000
三連複,13 - 16 - 17,3920,0,-392000
三連複,7 - 14 - 17,3921,0,-392100
三連複,9 - 14 - 17,3921,0,-392100
三連複,10 - 14 - 17,3921,0,-392100
三連複,11 - 14 - 17,3921,0,-392100
馬単,17 → 14,3922,0,-392200
三連複,2 - 14 - 17,3922,0,-392200
三連複,3 - 14 - 17,3922,0,-392200
三連複,4 - 14 - 17,3922,0,-392200
三連複,5 - 14 - 17,3922,0,-392200
三連複,8 - 14 - 17,3922,0,-392200
三連単,7 → 1 → 2,35887,91,-392290
